fighter_url,name,height_in,reach_in,weight_lbs,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
http://ufcstats.com/fighter-details/04d5718ed2661e8c,Jorge Gurgel,67.0,69.0,155.0,Orthodox,1977-01-25,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5
http://ufcstats.com/fighter-details/04e0507b94014dbb,Samuel Silva,72.0,72.0,155.0,Orthodox,1996-01-02,2.58,0.27,8.61,0.37,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/04e9955f33e0c267,Joao Paulo Faria,69.0,,155.0,,--,6.69,0.64,2.09,0.85,1.25,0.5,0.0,1.2
http://ufcstats.com/fighter-details/04f0471f221db717,Victor Jones,,,145.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/04f9fe830cf13482,Gerald Strebendt,69.0,,155.0,Orthodox,1979-03-01,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4
http://ufcstats.com/fighter-details/04ff3a711504d6b3,Magomed Zaynukov,,,155.0,,1995-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/0505e27a5d00704a,DongHyun Seo,67.0,67.0,145.0,Orthodox,1990-08-22,4.91,0.63,3.35,0.41,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/0509b954421bb327,John Doyle,71.0,,205.0,Orthodox,1976-11-21,3.5,0.44,10.51,0.27,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/052ceb8976695342,Chase Gormley,75.0,,265.0,Orthodox,--,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0
http://ufcstats.com/fighter-details/05339613bf8e9808,Rob Font,68.0,71.0,135.0,Orthodox,1987-06-25,5.36,0.45,3.7,0.57,0.74,0.3,0.43,0.3
http://ufcstats.com/fighter-details/0541480fbf719d86,Houston Alexander,72.0,72.0,205.0,Orthodox,1972-03-22,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0
http://ufcstats.com/fighter-details/054defd5420a551f,Rob Kimmons,70.0,73.0,185.0,Orthodox,1981-01-30,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4
http://ufcstats.com/fighter-details/05560764359161e4,Constantinos Philippou,71.0,73.0,185.0,Orthodox,1979-11-29,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3
http://ufcstats.com/fighter-details/0565706b1e7f7e7c,Kaiwen,68.0,71.0,145.0,Switch,1995-10-16,3.73,0.42,4.72,0.54,1.41,0.26,0.92,0.0
http://ufcstats.com/fighter-details/056c493bbd76a918,Henry Cejudo,64.0,64.0,135.0,Orthodox,1987-02-09,3.82,0.47,3.46,0.59,1.84,0.31,0.76,0.1
http://ufcstats.com/fighter-details/0577808d22dfe79c,Jon Olav Einemo,78.0,,253.0,Orthodox,1975-12-10,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0
http://ufcstats.com/fighter-details/057a241e4ba90c4d,Ivan Gnizditskiy,,,205.0,,1996-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/05866d8c3a321856,Marvin Eastman,69.0,73.0,185.0,Orthodox,1971-06-08,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0
http://ufcstats.com/fighter-details/058e4e08a1ad8aba,Dale Hartt,70.0,69.0,155.0,Orthodox,1979-04-04,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5
http://ufcstats.com/fighter-details/0597a4528ebd1307,Chris Price,74.0,,185.0,Southpaw,1982-11-09,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2
http://ufcstats.com/fighter-details/05a0556072931f01,Jason Ireland,69.0,,161.0,Southpaw,1979-12-30,1.2,0.25,2.07,0.51,3.59,0.75,0.0,1.2
http://ufcstats.com/fighter-details/05b17ae24e6bba81,Shin Haraguchi,65.0,68.0,145.0,Switch,1998-11-27,2.02,0.63,1.84,0.43,12.32,0.51,0.0,0.0
http://ufcstats.com/fighter-details/05b43e0ead3df345,Kailin Curran,64.0,65.0,115.0,Orthodox,1991-04-11,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6
http://ufcstats.com/fighter-details/05e4be525cb3578c,Everett Cummings,,,205.0,,--,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2
http://ufcstats.com/fighter-details/05fa626cb33d15b8,Andrea Lee,66.0,69.0,125.0,Orthodox,1989-02-11,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6
http://ufcstats.com/fighter-details/05fbfe628658c538,Ricardo Arona,71.0,,205.0,Orthodox,1978-07-17,1.66,0.48,1.15,0.57,2.41,0.48,0.58,1.2
http://ufcstats.com/fighter-details/062e57ca1a3c95a8,Fiona Muxlow,64.0,,145.0,,1977-05-13,1.44,0.27,5.45,0.34,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/063649e21bc9d6d5,Luiz Azeredo,69.0,,154.0,Orthodox,1976-06-10,2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3
http://ufcstats.com/fighter-details/0641c21bec209472,Mike Jackson,74.0,74.0,170.0,Orthodox,1985-03-22,4.49,0.57,3.73,0.62,0.71,0.33,0.88,0.0
http://ufcstats.com/fighter-details/064b7dc68d786254,Cain Carrizosa,68.0,,155.0,Orthodox,1986-07-22,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0
http://ufcstats.com/fighter-details/065eb44700e641a4,Devin Powell,72.0,73.0,155.0,Orthodox,1988-03-01,2.88,0.41,3.67,0.51,0.0,0.0,0.0,0.6
http://ufcstats.com/fighter-details/06626b6287e1ae1e,Chris Padilla,69.0,74.0,155.0,Orthodox,1995-09-14,4.13,0.51,3.68,0.57,1.56,0.3,1.0,0.5
http://ufcstats.com/fighter-details/06734ca9d88dec3a,Shara Magomedov,74.0,73.0,185.0,Orthodox,1994-05-16,5.93,0.62,3.85,0.43,0.0,0.0,0.71,0.0
http://ufcstats.com/fighter-details/06827d70c53ff0d9,Scott Askham,75.0,75.0,185.0,Southpaw,1988-05-20,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7
http://ufcstats.com/fighter-details/068f8a189a47fea6,Maurice Greene,79.0,80.0,258.0,Orthodox,1986-07-05,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4
http://ufcstats.com/fighter-details/0693b2eab79198ea,Sergei Kharitonov,72.0,,245.0,Orthodox,1980-08-18,3.9,0.44,3.03,0.54,1.16,0.53,0.7,1.0
http://ufcstats.com/fighter-details/0699c4b2a7c3c76f,Justin Pennington,64.0,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/06a80a685ea98573,Irwin Rivera,66.0,67.0,135.0,Southpaw,1989-02-14,3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0
http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd,Takashi Sugiura,71.0,,225.0,Southpaw,1970-05-31,1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0
http://ufcstats.com/fighter-details/06d4eb8123087123,Jonathan Contrestano,,,155.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/06dc1a58663579d2,Travis Galbraith,72.0,,170.0,Orthodox,1981-05-18,2.21,0.4,3.45,0.48,1.33,0.25,0.0,1.3
http://ufcstats.com/fighter-details/06dced58ca24a6bd,Junior Barata,70.0,,170.0,Orthodox,1982-01-25,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/06dd61c8d545c63f,Icaro Brito,,,145.0,,1999-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/06e4245d16fc5315,Ailin Perez,65.0,66.0,135.0,Switch,1994-10-05,3.1,0.54,1.79,0.55,4.68,0.46,0.66,0.2
http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,Branden Lee Hinkle,75.0,,235.0,Orthodox,1973-07-29,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3
http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,73.0,77.0,205.0,Orthodox,1980-10-02,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0
http://ufcstats.com/fighter-details/07047eb7d17fb0a2,Daria Zhelezniakova,69.0,68.0,135.0,Orthodox,1996-01-23,4.75,0.41,2.83,0.68,0.44,1.0,0.5,0.0
http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,70.0,74.0,155.0,Orthodox,1989-10-17,3.41,0.55,3.26,0.48,2.23,0.39,0.56,2.6
http://ufcstats.com/fighter-details/072a10e85f7d4bff,Milana Dudieva,63.0,,135.0,Orthodox,1989-08-04,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0
http://ufcstats.com/fighter-details/0749d968e932df53,Tarec Saffiedine,70.0,70.0,170.0,Switch,1986-09-06,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
http://ufcstats.com/fighter-details/0778f94eb5d588a5,Joey Gomez,70.0,73.0,135.0,Orthodox,1986-07-21,2.44,0.28,4.46,0.55,0.62,1.0,0.5,0.0
http://ufcstats.com/fighter-details/07797f10b9569cfc,Angel Pacheco,68.0,70.0,135.0,Orthodox,1992-01-13,9.5,0.39,11.47,0.41,0.0,0.0,0.28,0.0
http://ufcstats.com/fighter-details/077e3ace32b72be9,CJ Vergara,66.0,68.0,125.0,Orthodox,1991-06-18,5.02,0.56,4.69,0.53,0.0,0.0,0.6,0.2
http://ufcstats.com/fighter-details/078695e385ec2f57,Victor Valenzuela,,,170.0,,1994-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/078b732efa497f49,Kasey Tanner,67.0,69.0,135.0,Orthodox,1992-01-11,6.6,0.5,6.67,0.63,2.0,0.33,0.0,0.0
http://ufcstats.com/fighter-details/079488710f012779,Cesar Gracie,70.0,,181.0,Orthodox,--,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/0798f558681d0eb5,Neal Ewing,,,185.0,,1985-09-30,2.27,0.6,1.93,0.48,5.0,0.62,0.0,0.0
http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,Paul Varelans,80.0,,300.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://ufcstats.com/fighter-details/07a2bdaa0afdd831,Rogerio Bontorin,65.0,67.0,125.0,Orthodox,1992-04-25,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
http://ufcstats.com/fighter-details/07a74004d964c7f4,Billy Elekana,75.0,77.0,205.0,Southpaw,1995-05-28,2.34,0.57,3.18,0.49,0.64,0.25,0.0,0.0
http://ufcstats.com/fighter-details/07f72a2a7591b409,Jon Jones,76.0,84.0,248.0,Orthodox,1987-07-19,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5
